work_year,experience_level,job_title,company_location,company_size,salary_in_usd
2022,2,4,66,1,160000
2022,3,5,66,1,141525
2022,0,5,24,0,39925
2023,3,5,10,1,190000
2022,2,3,66,1,100000
2022,2,3,66,1,150000
2023,2,4,66,1,60400
2023,3,4,66,1,120000
2023,3,8,66,1,150000
2023,3,6,25,1,195652
2022,2,4,27,1,84053
2023,2,5,66,1,100000
2023,3,6,24,1,107309
2020,2,3,29,2,20000
2023,2,3,35,0,18238
2022,3,5,66,1,128000
2022,3,4,66,1,180000
2023,3,6,66,1,204500
2023,3,4,66,1,129000
2022,3,4,66,1,193750
2022,3,3,66,1,99000
2022,3,4,66,1,231250
2023,0,3,66,0,100000
2022,3,5,66,1,245000
2023,3,6,66,1,184000
2022,3,5,66,1,129300
2022,3,5,66,0,92000
2023,3,8,66,1,145900
2022,3,5,66,1,140000
2022,0,3,66,0,100000
2023,2,3,66,1,121500
2023,3,5,10,1,219000
2022,3,4,66,1,130500
2022,3,4,66,1,110000
2023,2,4,66,1,140000
2023,3,4,66,1,119000
2022,3,8,66,1,196000
2022,1,4,66,1,210000
2023,3,5,66,1,198200
2023,3,4,66,1,203100
2022,2,4,25,1,92350
2023,2,4,66,1,190000
2022,3,5,66,1,203500
2020,0,4,35,0,13493
2022,3,5,66,1,198440
2023,3,5,10,1,258000
2023,3,5,66,1,172200
2022,3,4,66,1,185900
2022,3,3,66,1,130000
2023,3,4,66,1,159500
2023,0,3,66,2,30000
2023,3,5,66,1,183500
2022,3,5,35,0,56723
2023,3,5,66,1,225000
2023,3,4,66,1,113000
2023,3,3,66,1,106800
2022,2,4,25,1,104663
2023,3,4,66,1,129000
2023,3,5,66,1,212750
2023,3,4,66,1,230000
2022,3,5,66,1,136620
2022,2,3,10,0,69133
2023,3,4,66,1,220000
2023,3,4,66,1,172800
2023,2,3,66,1,155000
2021,3,5,24,0,152000
2022,3,3,66,1,119000
2022,2,3,66,1,65000
2022,0,4,66,1,135000
2023,3,5,66,1,172000
2023,3,5,66,1,250000
2022,2,5,25,1,172386
2022,3,5,66,1,185900
2022,2,3,66,1,75000
2023,3,4,10,1,94000
2023,3,4,66,1,132300
2022,3,5,66,1,141525
2023,3,5,66,1,200160
2022,3,1,66,1,184000
2022,3,5,66,1,155000
2023,3,5,66,1,83270
2022,3,3,66,1,119000
2023,3,6,66,1,135000
2022,3,5,66,2,165000
2023,1,4,66,1,239000
2022,3,3,66,1,55000
2022,3,5,22,1,47280
2023,3,4,66,1,162500
2022,3,4,22,1,73546
2023,3,5,66,1,100000
2022,2,4,66,1,120000
2022,3,4,66,1,175000
2022,3,4,66,1,154000
2023,0,4,66,1,65000
2022,3,6,35,0,95386
2023,1,4,66,1,210914
2023,3,3,66,1,64000
2023,3,0,65,1,60000
2021,0,4,66,0,72500
2023,3,4,66,1,143860
2023,2,4,66,1,200000
2023,3,3,66,1,169000
2022,3,4,66,1,180000
2023,2,3,66,1,150000
2021,3,3,25,0,61896
2023,3,3,66,1,140000
2023,3,5,66,1,182000
2023,3,4,66,1,160000
2023,3,6,66,1,135000
2020,2,4,25,0,112872
2022,3,5,66,1,130000
2023,2,3,66,1,155000
2023,3,3,66,1,115934
2023,3,4,66,1,201450
2022,3,4,66,1,160000
2023,3,6,66,1,142200
2022,3,5,66,1,161342
2022,3,5,66,0,156868
2022,0,4,25,1,49253
2023,2,5,22,1,48289
2023,2,3,66,1,100000
2023,3,3,66,1,200000
2023,2,4,61,1,48289
2022,3,4,66,1,160000
2023,3,1,66,1,142000
2022,3,4,66,1,150000
2022,3,4,66,1,100000
2023,3,3,66,1,106000
2023,3,4,66,0,105700
2023,3,3,66,1,93800
2022,1,5,66,1,175100
2023,3,4,66,1,290000
2022,2,4,66,1,115000
2022,2,4,27,1,73546
2023,3,3,66,1,95000
2022,2,3,66,1,109000
2023,0,3,66,1,75000
2022,3,3,66,1,99750
2022,2,3,66,1,102640
2022,3,5,66,1,191475
2023,3,1,66,0,90000
2023,0,3,66,1,85000
2023,3,3,66,1,145000
2023,3,3,66,1,130000
2023,3,5,66,1,175000
2022,3,1,25,0,77119
2023,3,4,18,1,174000
2022,3,5,66,0,120000
2023,2,3,25,1,60761
2022,3,5,66,1,165000
2023,3,6,66,1,140000
2023,3,3,66,1,106020
2022,3,5,66,1,122500
2022,2,5,50,2,54634
2022,3,3,22,1,39925
2023,2,3,66,1,135000
2023,0,6,66,1,163196
2023,2,3,30,1,109371
2022,2,1,66,0,160000
2022,3,4,66,1,128500
2022,1,4,66,1,239000
2022,3,3,66,1,89200
2022,2,8,5,0,61989
2022,0,3,10,1,52000
2023,3,4,66,1,310000
2022,3,5,66,1,70000
2022,3,3,66,1,150000
2022,3,4,66,1,175000
2023,3,4,66,1,115000
2023,3,4,66,1,81500
2021,0,6,66,2,125000
2023,2,3,66,0,68000
2023,3,8,22,1,169200
2023,3,6,66,1,139500
2022,3,5,66,0,92000
2023,0,8,66,0,220000
2023,3,4,66,1,241000
2023,2,5,66,1,70000
2022,3,4,66,1,108800
2023,3,5,66,1,185900
2023,2,3,66,1,61200
2022,3,4,25,1,61566
2023,0,4,66,1,160000
2022,3,3,66,1,130000
2023,1,5,66,1,200000
2023,1,7,66,1,269600
2022,2,4,40,1,110446
2022,3,4,66,1,85000
2021,2,5,25,0,116914
2023,3,5,66,1,104000
2022,3,3,66,1,110000
2022,3,4,66,1,160000
2022,3,5,66,1,175000
2023,3,4,66,1,160000
2023,0,4,66,1,135000
2022,2,6,66,0,148500
2021,2,4,57,1,60000
2022,2,5,66,1,110000
2022,3,5,22,1,37824
2021,0,4,35,1,21637
2022,3,4,66,1,200000
2020,0,4,66,0,70000
2022,3,5,66,1,151800
2022,3,5,22,1,37824
2023,3,4,66,1,145000
2022,3,3,66,1,105000
2023,0,5,66,2,110000
2023,3,4,66,1,129000
2022,3,4,22,1,36773
2023,3,4,66,1,214000
2022,2,4,25,1,86193
2021,0,3,66,2,90000
2022,3,5,66,1,167000
2023,3,0,34,0,423834
2022,3,4,66,1,129300
2022,2,6,10,1,76814
2023,3,4,66,1,226700
2022,3,5,66,1,136000
2023,3,4,66,1,229000
2023,2,4,22,1,48289
2023,3,4,66,1,240000
2022,3,3,66,1,110000
2023,3,6,66,1,142200
2021,3,5,66,0,165000
2023,3,3,66,1,135000
2022,3,3,66,1,175000
2022,2,5,25,1,102200
2022,3,3,66,1,104000
2023,3,5,66,1,84000
2022,3,4,66,1,130000
2021,0,4,35,0,30428
2023,3,3,66,1,130000
2022,3,4,66,1,170000
2022,3,3,66,1,112900
2023,3,4,66,1,114000
2023,2,4,66,1,90000
2022,0,6,3,0,12000
2023,0,3,66,1,75000
2023,3,5,66,1,175000
2023,3,4,66,1,160000
2023,3,3,66,1,121700
2023,2,5,66,1,120000
2023,3,4,66,1,116450
2021,3,5,24,0,53192
2022,3,4,66,1,134760
2022,3,5,66,1,144000
2023,3,5,10,1,120000
2022,3,4,66,1,152000
2020,2,5,66,0,103000
2022,3,5,66,1,129300
2020,2,3,53,0,8000
2022,3,4,66,1,25000
2022,2,5,25,1,92350
2022,3,4,66,1,179500
2022,3,4,25,1,104611
2023,3,5,66,1,140000
2022,3,4,66,1,130000
2023,3,4,66,1,65000
2022,3,4,66,1,193750
2022,2,3,10,1,85000
2022,3,5,66,1,190000
2023,2,4,66,1,180000
2023,3,4,66,1,109000
2023,3,6,66,1,204500
2023,3,6,66,1,184590
2022,3,5,66,0,198440
2023,3,3,66,1,135000
2023,3,5,66,1,132000
2023,2,6,66,1,126277
2022,3,5,66,1,299500
2023,3,4,66,1,107500
2022,3,4,66,1,144000
2022,2,5,66,1,150000
2022,3,5,66,1,150000
2023,2,4,66,1,154000
2023,2,4,66,1,120000
2023,2,5,25,1,54685
2021,3,4,66,1,165000
2023,3,4,66,1,175308
2023,3,6,66,1,126000
2023,3,4,66,1,289800
2023,3,6,66,1,200000
2022,3,4,66,1,120000
2023,3,6,42,1,38631
2021,0,5,66,1,100000
2022,3,4,66,1,175000
2023,2,5,66,1,220000
2023,3,5,66,1,123900
2022,3,6,66,1,200000
2022,3,3,66,1,100000
2023,2,0,23,1,75020
2023,2,6,25,1,63192
2020,3,5,5,2,91237
2022,0,5,66,1,124234
2022,2,4,25,1,110820
2021,3,8,56,0,60757
2023,3,5,66,1,157750
2022,3,5,66,1,141525
2022,3,5,66,1,104000
2023,3,3,66,1,180180
2022,2,4,66,1,120000
2023,3,5,63,1,29453
2023,3,3,66,1,141290
2022,3,6,0,2,120000
2022,1,5,66,1,182160
2022,2,4,66,1,80000
2022,3,5,66,1,156400
2023,3,4,66,1,200000
2023,3,5,66,1,145000
2022,3,5,66,1,95550
2022,3,6,66,1,180000
2023,0,3,66,0,50000
2022,3,4,66,0,132100
2023,0,5,66,1,130001
2022,3,4,66,1,175000
2023,3,4,66,1,160000
2023,3,3,66,1,115934
2023,3,4,66,1,100706
2022,3,6,66,1,201000
2023,3,4,66,1,139500
2023,3,8,66,1,250000
2022,2,3,66,1,126500
2022,3,5,66,1,200000
2022,3,6,66,1,135000
2023,3,3,66,1,75000
2023,3,4,66,1,163800
2022,3,4,66,1,144000
2022,3,5,66,1,120160
2023,3,5,66,1,183500
2022,2,5,25,1,43096
2022,3,6,66,1,167100
2023,3,5,66,1,186300
2022,3,6,66,1,160000
2022,3,4,66,1,105000
2023,3,5,66,1,160000
2020,2,5,66,2,45760
2023,3,4,66,1,293000
2022,3,4,66,0,131300
2022,3,4,66,1,160000
2020,2,5,31,0,35735
2023,3,4,66,1,125000
2023,3,3,66,1,100000
2022,3,4,66,1,250000
2022,3,6,66,1,204500
2023,3,4,66,1,106000
2023,2,6,25,1,67141
2022,3,4,66,1,81500
2022,3,4,66,1,200000
2023,2,3,66,1,206000
2023,3,4,66,1,87000
2022,2,5,5,0,89306
2023,3,4,66,1,185000
2023,3,5,66,1,70000
2023,3,8,10,1,248100
2023,3,4,66,1,168400
2022,3,4,66,1,192564
2022,3,5,66,1,179400
2023,3,4,66,1,133800
2023,3,7,66,1,120000
2023,3,4,66,1,184000
2023,3,5,66,1,203500
2023,2,4,66,1,130000
2022,2,5,66,1,115360
2022,3,5,66,1,175000
2022,2,4,66,1,95000
2022,3,4,66,1,175000
2022,3,5,66,1,198200
2023,3,4,66,1,110000
2022,3,5,66,1,175000
2023,3,3,66,1,85500
2022,2,4,66,1,100000
2023,2,3,66,1,75000
2023,3,4,66,1,120000
2022,2,5,66,1,120000
2023,3,5,66,1,150000
2022,3,5,66,1,88100
2023,2,6,66,1,150000
2023,3,5,66,1,245100
2022,3,3,66,1,95000
2023,3,6,66,1,210000
2022,3,6,66,1,210000
2022,3,3,66,1,84900
2022,3,3,66,1,155000
2022,3,6,10,1,168000
2023,3,6,66,1,122700
2023,3,6,66,1,202353
2022,3,4,66,1,300000
2022,3,3,66,1,116150
2022,2,3,10,2,75000
2023,3,4,66,1,81500
2022,3,4,66,1,115000
2022,3,6,66,1,235000
2022,3,5,66,1,191475
2022,2,6,66,1,130000
2022,0,5,6,1,83171
2023,3,2,66,1,140000
2022,3,5,66,1,165220
2022,2,4,25,1,73880
2022,3,4,66,0,131300
2023,3,4,66,1,106800
2022,3,1,66,1,205000
2021,2,8,17,0,69999
2021,2,5,10,0,54238
2023,3,6,66,1,235000
2022,3,5,66,1,141525
2023,2,3,66,1,120000
2023,3,1,66,1,220000
2022,3,3,22,1,36773
2023,3,6,66,1,172200
2023,3,4,66,1,175000
2023,0,3,22,1,21461
2023,3,3,66,1,81666
2023,3,7,15,1,65000
2022,3,4,66,1,132320
2023,3,5,66,1,170000
2023,3,4,66,1,185900
2023,0,4,66,1,120000
2023,3,7,66,1,112000
2022,3,3,66,1,120000
2023,1,4,66,1,145000
2023,3,3,66,1,108000
2022,2,4,22,1,73546
2022,3,5,66,1,144000
2022,3,4,22,1,36773
2022,3,5,66,1,173000
2023,3,5,66,1,185000
2023,3,6,66,1,200000
2023,3,4,66,1,63000
2022,1,5,66,1,167875
2023,3,4,66,1,132300
2022,2,3,66,1,165000
2023,3,4,66,1,165000
2023,3,4,66,1,250000
2023,1,4,66,1,116704
2023,0,3,49,0,100000
2020,2,3,66,0,135000
2023,3,3,66,1,80000
2022,2,3,66,1,167000
2023,3,8,66,1,151800
2023,3,4,66,1,110000
2022,1,4,66,1,116100
2023,3,4,66,1,170000
2023,3,3,66,1,160000
2022,3,5,66,1,123000
2023,0,3,66,1,70000
2021,3,5,66,0,240000
2022,1,7,10,0,125976
2022,3,4,66,1,113900
2023,3,5,33,1,171250
2022,3,3,66,1,112900
2023,3,4,33,1,101943
2022,3,4,66,1,150000
2022,3,5,66,1,123000
2023,3,4,66,1,174500
2023,3,5,66,1,245100
2023,3,5,66,1,156000
2022,0,5,5,1,50000
2023,3,6,66,1,122700
2022,3,3,25,1,70186
2023,3,4,66,1,109400
2023,3,4,66,1,150000
2023,3,5,66,1,191765
2022,2,5,66,1,78000
2022,3,4,66,1,138750
2022,2,5,9,1,84000
2021,3,6,8,1,82744
2020,0,4,18,0,54742
2023,3,3,66,1,153600
2023,2,3,25,1,109371
2020,2,5,24,2,42197
2023,3,1,66,0,260000
2023,2,3,66,1,206000
2023,2,4,66,1,95000
2021,2,5,10,0,75774
2023,1,4,66,1,116704
2022,2,3,66,1,160000
2022,3,5,66,1,247500
2023,3,5,66,1,120000
2022,2,4,25,1,86193
2022,3,4,66,1,135000
2023,2,4,66,1,125000
2022,3,5,66,1,145000
2023,2,5,25,1,51039
2022,3,4,66,1,180000
2023,3,4,66,1,161800
2023,2,3,66,1,83500
2023,3,5,22,1,48289
2020,2,5,0,0,115000
2023,2,6,66,1,124000
2021,1,5,18,0,141846
2023,2,3,66,1,100000
2022,2,8,10,0,105236
2022,3,3,66,1,130000
2022,3,6,10,1,183600
2023,3,3,66,1,70000
2022,1,5,66,1,222640
2021,3,5,66,0,144000
2020,0,3,66,0,91000
2022,0,3,66,1,48000
2022,3,4,66,1,175000
2023,2,6,66,1,130000
2023,3,4,66,1,238000
2023,3,7,66,1,198800
2023,2,5,66,1,106250
2023,3,4,66,1,116000
2023,3,4,66,1,226700
2021,3,4,66,2,115000
2023,0,4,35,0,17022
2022,3,4,66,1,165400
2021,2,4,66,0,140000
2022,3,4,66,1,195700
2023,2,4,66,1,140000
2023,2,5,28,0,65062
2023,3,3,66,1,152380
2022,3,5,66,1,210000
2023,3,4,66,1,78000
2021,3,4,66,0,276000
2023,3,3,66,1,121700
2022,3,5,66,1,136000
2023,3,5,66,1,195000
2023,3,4,66,1,133300
2023,2,3,66,1,95000
2023,3,4,66,1,126000
2021,2,3,66,0,75000
2022,3,5,22,1,37824
2023,3,3,66,1,187000
2023,3,1,66,0,222200
2023,3,3,66,1,108000
2023,1,5,66,1,145000
2023,3,4,66,1,145000
2023,2,4,66,1,149600
2023,2,6,25,1,48609
2022,3,4,66,1,184700
2022,0,6,66,1,189750
2022,3,5,66,1,176000
2023,3,1,66,1,205000
2023,3,4,66,1,163800
2021,3,8,66,2,50000
2022,3,6,66,1,100000
2023,3,4,66,1,129300
2022,3,5,66,1,104890
2021,3,4,66,1,150000
2023,3,5,66,1,185900
2023,3,4,66,1,106800
2022,3,4,66,1,130000
2023,3,3,66,1,145000
2023,3,6,66,1,185000
2022,3,4,66,1,165400
2023,2,4,66,1,145000
2023,2,3,66,1,75000
2023,3,5,66,1,156400
2022,3,4,10,1,137400
2021,2,4,66,0,110000
2022,3,5,66,1,150000
2022,3,5,66,1,122000
2022,3,6,66,1,142200
2023,0,5,66,1,74540
2022,3,6,66,1,172200
2023,1,4,66,1,239000
2023,0,5,66,1,50000
2022,3,5,66,1,168000
2020,2,4,66,1,130800
2022,3,4,66,1,185000
2022,3,4,55,1,200000
2022,3,5,6,0,133766
2022,3,4,55,1,135000
2022,3,5,66,1,95000
2022,3,6,66,1,210000
2022,3,4,35,0,38154
2021,0,5,18,0,76833
2023,3,4,66,1,126000
2022,2,5,66,1,144200
2023,3,4,66,1,300000
2022,3,4,66,1,141300
2022,2,4,25,1,73880
2023,2,6,25,0,72914
2022,3,4,66,1,231250
2022,3,3,66,1,120000
2023,3,5,66,1,115440
2022,3,4,66,1,122500
2022,3,6,66,0,200000
2022,3,5,66,1,210000
2022,3,3,66,1,70000
2023,2,6,25,1,145828
2023,3,3,10,1,135000
2022,3,5,66,1,152000
2023,0,4,66,1,160000
2023,3,3,66,1,75000
2022,3,5,66,1,148000
2022,3,6,18,1,84053
2022,3,4,22,1,68293
2022,2,3,66,1,100000
2022,3,1,66,1,205000
2023,1,4,66,1,310000
2023,0,4,66,1,65000
2022,3,5,66,0,140400
2022,3,4,10,1,132000
2023,3,5,66,1,175000
2023,3,4,66,1,65488
2022,0,3,66,0,57000
2022,3,3,66,1,100000
2023,3,3,22,1,51508
2023,3,4,66,1,117100
2023,3,5,66,1,140000
2023,2,3,66,1,100000
2022,2,4,66,1,95000
2022,3,4,66,1,195000
2022,3,5,66,1,128000
2023,3,3,66,1,138900
2023,1,5,66,1,195800
2023,3,5,66,1,175000
2022,3,3,66,1,169000
2022,3,3,66,1,90320
2022,3,4,66,1,194000
2023,3,5,66,1,128000
2023,3,4,66,1,133000
2023,3,4,66,1,75000
2023,3,8,66,1,165750
2022,3,5,66,1,156600
2022,3,4,66,0,178800
2023,3,4,66,1,250000
2022,2,5,66,1,120000
2022,2,5,50,1,115573
2022,3,6,66,1,142200
2020,2,3,66,1,95000
2022,3,4,66,0,178800
2023,2,3,66,1,52500
2022,2,4,25,1,49253
2023,3,4,66,1,120000
2022,3,4,66,1,154000
2023,3,5,66,1,126500
2023,2,4,66,1,75000
2023,3,6,66,1,130000
2023,3,5,66,1,180000
2022,3,4,66,1,220110
2022,2,2,9,1,78000
2023,3,4,66,1,179820
2023,3,6,66,1,90000
2023,3,4,66,1,213580
2022,3,8,66,1,150000
2022,3,3,66,1,119000
2021,0,3,24,1,59102
2023,3,4,66,1,106500
2022,3,4,66,1,130500
2023,3,5,66,1,245000
2022,3,5,66,1,207000
2021,2,5,66,0,115000
2022,3,5,66,1,150000
2020,0,4,35,0,13493
2022,3,4,66,1,180000
2022,3,4,66,1,250000
2023,3,1,66,0,260000
2022,3,5,66,0,215300
2023,3,7,66,1,86000
2022,2,6,35,0,20984
2020,0,3,35,2,6072
2023,3,4,18,1,275000
2023,0,4,25,1,60000
2023,3,6,66,1,272000
2022,3,5,66,1,141525
2023,3,1,66,1,170000
2021,2,4,66,0,100000
2022,3,5,66,1,230000
2023,3,4,66,1,150000
2023,2,4,66,1,250000
2022,2,4,25,1,73880
2022,2,3,66,1,150000
2023,3,4,66,1,252000
2023,3,5,66,1,200000
2023,3,3,66,1,153600
2023,2,3,66,1,64500
2023,1,4,66,1,175000
2023,3,4,66,1,107250
2023,2,4,66,1,120000
2023,3,4,66,1,146000
2023,3,3,66,1,75000
2021,3,6,66,0,200000
2023,3,6,66,1,184700
2023,2,8,66,1,340000
2022,0,0,45,2,6304
2022,3,5,66,0,180000
2022,2,6,66,1,230000
2022,0,5,22,1,31520
2023,2,3,66,1,140000
2023,3,1,66,1,205000
2023,3,4,66,1,105200
2020,2,3,66,1,98000
2022,3,5,66,1,141525
2022,2,4,66,1,60000
2022,2,6,25,1,92350
2022,3,5,66,1,122000
2023,3,1,66,1,205000
2023,3,5,66,1,110000
2023,3,4,66,1,143860
2023,0,4,66,1,115100
2022,1,0,66,2,200000
2022,3,4,66,0,100000
2022,3,1,66,1,184000
2023,3,1,66,1,225000
2022,2,5,25,1,110820
2021,0,4,12,0,5882
2023,3,4,66,1,130000
2022,3,5,66,1,185900
2023,3,4,66,1,200000
2023,3,5,66,1,185900
2022,3,4,66,1,132320
2023,2,5,66,1,145000
2022,3,3,66,1,128875
2023,2,5,35,0,60795
2022,3,5,66,1,146000
2022,2,3,66,1,160000
2023,3,5,66,1,199000
2023,3,5,66,1,190000
2022,2,4,66,1,206699
2023,3,5,66,1,299500
2021,3,1,10,0,225000
2022,3,5,22,1,47280
2023,2,4,66,1,175000
2023,3,8,22,1,253750
2023,3,3,66,1,80000
2023,3,3,66,1,185900
2023,2,5,66,1,97750
2023,1,4,66,1,106500
2022,3,5,22,1,47280
2023,3,5,66,1,122000
2023,3,3,66,1,100000
2023,3,3,66,1,121600
2022,3,4,66,1,130000
2022,2,1,21,1,22800
2023,3,3,66,1,120000
2023,3,5,66,1,140000
2022,3,4,56,1,73546
2022,3,3,66,1,100000
2022,3,4,66,1,150000
2022,3,4,66,1,160080
2022,0,6,25,0,35093
2021,2,3,35,0,16904
2023,3,6,66,1,106900
2022,2,4,66,1,80000
2023,0,1,66,0,213660
2021,1,7,58,0,230000
2022,3,4,66,1,230000
2022,3,4,66,1,126000
2022,3,4,66,1,206699
2023,3,3,66,1,125600
2022,3,4,66,0,154600
2023,3,4,66,1,109400
2022,3,4,66,1,149850
2022,3,5,66,1,130000
2020,2,5,25,2,76958
2023,2,4,66,1,90000
2022,3,4,66,0,229998
2022,3,5,66,1,140000
2022,3,4,66,1,225000
2022,2,5,66,0,135000
2022,3,4,66,1,168400
2023,3,5,66,1,145000
2022,3,4,66,1,250000
2022,3,4,66,1,167500
2021,3,3,18,0,63831
2023,3,3,66,1,120000
2022,1,4,66,1,175000
2023,3,5,66,1,237000
2022,3,3,66,1,100000
2023,3,4,66,1,185000
2022,0,5,66,1,73000
2022,3,4,66,1,102100
2022,3,1,66,1,230000
2023,3,5,66,1,223800
2022,3,1,66,1,196000
2022,0,5,66,1,130000
2023,3,5,66,1,216100
2022,3,4,66,1,120000
2023,3,4,66,1,149040
2022,1,4,66,1,242000
2022,3,4,66,1,97000
2023,1,4,66,1,221000
2022,3,5,66,1,198800
2023,3,5,66,1,182200
2023,2,4,25,1,103294
2023,3,1,66,0,136000
2023,3,5,66,1,205000
2023,3,7,15,1,48000
2022,2,5,32,0,53416
2022,3,6,66,1,193900
2022,3,3,66,1,70000
2023,2,5,24,0,40000
2022,3,4,66,1,160000
2023,2,1,66,2,125000
2022,3,4,66,1,120000
2022,3,6,66,0,150000
2023,3,1,66,1,184000
2022,3,4,22,1,68293
2023,0,4,66,1,65000
2022,3,5,66,1,191475
2022,2,7,66,1,134000
2022,0,4,25,1,61566
2023,3,5,66,1,104650
2022,3,5,66,1,100000
2023,0,2,66,1,160000
2023,1,5,66,1,145000
2022,3,1,66,1,164000
2022,3,3,66,1,135000
2021,3,4,25,1,113476
2022,2,4,66,1,99100
2022,1,4,66,1,145000
2022,3,3,66,1,127000
2022,3,4,66,1,160000
2022,1,5,66,1,224000
2022,3,5,66,1,205000
2022,0,5,8,0,84053
2023,3,4,66,1,114000
2023,3,4,25,1,143200
2022,0,3,35,0,6359
2022,2,5,66,1,159000
2023,3,7,66,1,100000
2021,3,6,9,1,24000
2023,3,4,66,1,132300
2023,3,4,66,1,121500
2022,2,4,25,1,92350
2023,2,6,66,0,110000
2023,3,4,66,1,111000
2022,3,4,66,1,110000
2023,2,6,66,1,175000
2022,2,3,66,1,206000
2022,3,5,66,1,134000
2023,3,5,66,1,129300
2022,3,4,66,1,160000
2023,3,4,66,1,252000
2023,3,6,66,1,128280
2022,3,4,66,1,220000
2023,3,4,66,1,133800
2021,0,6,35,1,12171
2022,2,4,66,1,70000
2022,2,3,66,0,97500
2023,3,6,66,1,125000
2022,2,6,66,1,134000
2020,0,4,38,2,41689
2023,3,5,66,1,147100
2022,3,4,66,1,172200
2022,3,3,66,1,102100
2022,2,3,66,1,130000
2022,3,4,66,1,145000
2023,3,6,66,1,172200
2022,0,5,48,0,40000
2022,3,4,66,1,153600
2023,3,5,66,1,160000
2023,3,4,66,1,259000
2021,2,4,46,0,28369
2021,3,5,10,0,103691
2021,3,6,35,0,24342
2022,2,4,25,1,67723
2022,3,5,66,1,172000
2023,3,4,66,1,141600
2020,0,6,66,2,138000
2023,1,4,66,1,155000
2023,0,5,9,0,19522
2022,2,3,24,1,105066
2023,3,1,66,0,222200
2023,3,3,66,1,142000
2022,0,3,35,1,8050
2021,3,5,24,1,77684
2022,3,5,66,1,129300
2021,3,4,66,0,250000
2023,3,4,66,1,162500
2022,0,3,9,0,7799
2023,3,4,66,1,146000
2022,3,5,66,1,140000
2021,2,5,18,0,90734
2022,3,4,66,1,150000
2023,2,4,66,1,183310
2022,1,7,66,1,160000
2023,2,4,66,1,75000
2022,3,4,66,1,184100
2022,3,5,66,1,106800
2022,3,4,66,1,120000
2023,3,5,66,1,145000
2023,3,7,66,1,155000
2021,2,8,24,1,62649
2022,2,5,66,0,155000
2022,3,4,66,1,117000
2022,3,4,66,1,100000
2022,3,6,66,1,186000
2023,3,4,66,1,198000
2023,2,8,66,1,125000
2023,3,4,66,1,300000
2022,3,5,66,0,165000
2022,2,4,66,1,95000
2022,2,3,22,1,31520
2023,3,8,66,1,150000
2022,2,8,35,0,23000
2023,2,3,66,1,154000
2022,3,5,66,1,180000
2022,2,4,66,1,120000
2023,3,3,66,1,70000
2023,3,4,66,1,179820
2022,3,4,66,1,153600
2022,2,5,18,1,64090
2023,1,4,66,1,265000
2022,1,4,66,1,260000
2022,0,4,66,1,135000
2023,3,4,66,1,75000
2023,2,8,66,1,185000
2023,3,6,66,1,247500
2022,2,3,66,0,150000
2022,3,5,66,1,139000
2023,3,4,66,1,168100
2022,2,3,66,1,144100
2023,0,4,66,1,150000
2023,3,5,66,1,262000
2023,2,4,66,1,90000
2023,3,5,66,1,162000
2022,3,4,66,1,190000
2022,3,4,66,1,145000
2023,3,4,66,1,128000
2022,3,3,66,1,95000
2022,3,4,66,1,225000
2022,3,5,66,1,218000
2023,3,6,66,1,150000
2021,3,5,64,0,20171
2023,3,5,66,1,195000
2023,2,3,25,1,46178
2023,3,4,66,1,107000
2022,3,1,66,1,230000
2023,3,5,66,1,159832
2022,2,5,25,1,51716
2022,3,4,22,1,42026
2023,3,4,66,1,252000
2023,1,5,66,1,185000
2023,3,4,66,1,115000
2022,0,5,8,2,52008
2023,0,3,49,0,30000
2023,0,0,18,1,64385
2023,3,1,66,1,184000
2023,2,4,22,1,80000
2023,0,1,66,0,110680
2023,3,3,66,1,95000
2023,3,4,10,1,160000
2022,3,5,66,1,107000
2023,2,3,66,1,121500
2023,3,2,66,1,135000
2022,3,3,66,1,130000
2023,2,6,66,0,104000
2022,3,5,60,0,8000
2023,3,8,66,1,200000
2022,3,4,10,1,185800
2022,3,4,66,1,182000
2022,3,3,66,1,110600
2022,3,6,66,1,204500
2023,3,5,66,1,285800
2023,3,5,66,1,130000
2021,0,5,65,0,13400
2020,2,3,66,0,85000
2022,3,4,66,1,50000
2022,3,4,66,1,170000
2022,2,4,66,1,130000
2022,3,3,66,1,81666
2022,3,1,66,1,184000
2022,2,5,66,1,31795
2023,3,5,66,1,180560
2023,3,5,66,1,78000
2023,3,5,66,1,183500
2022,3,4,66,1,100000
2022,3,4,66,1,144000
2022,3,5,66,1,127000
2023,3,1,66,0,309400
2022,3,5,66,2,55000
2023,3,6,66,1,220000
2023,0,4,66,1,160000
2022,2,6,66,2,120000
2022,3,3,22,1,50432
2023,3,3,66,1,122000
2022,3,5,66,1,140000
2023,2,3,25,1,54685
2023,0,3,66,1,150000
2022,3,4,66,1,175100
2022,2,3,66,1,100000
2022,2,4,66,1,54000
2023,3,5,66,1,199098
2023,1,4,66,1,110000
2022,2,4,66,1,100000
2023,3,4,66,1,163800
2022,3,5,66,1,191475
2022,2,6,54,2,44365
2022,3,4,66,1,215000
2022,3,3,66,1,85700
2022,2,6,12,0,104697
2023,2,4,66,1,120000
2023,3,8,66,1,145000
2021,2,5,66,0,147000
2020,0,3,56,1,22809
2022,3,5,66,1,141525
2023,3,4,66,1,128000
2022,3,5,66,1,161500
2023,3,3,66,1,80000
2023,3,5,66,1,172100
2023,3,3,66,1,110600
